,Hours Studied,Previous Scores,Extracurricular Activities,Sleep Hours,Sample Question Papers Practiced,Performance Index,Performance_bin
8298,7,89,1,9,0,81,8
8299,3,79,1,9,6,66,7
8300,6,78,1,7,3,68,7
8301,7,80,1,9,7,75,8
8302,1,49,1,5,7,24,2
8303,1,51,1,6,8,26,2
8304,5,54,1,5,5,39,4
8305,6,70,0,9,6,61,6
8306,9,54,1,8,6,52,5
8307,1,67,0,9,4,38,4
8308,4,43,0,8,6,25,2
8309,8,75,0,9,8,73,7
8310,9,94,0,7,3,93,10
8311,3,40,0,6,1,16,1
8312,2,97,1,8,7,75,8
8313,4,83,1,4,6,64,6
8314,2,96,0,7,5,77,8
8315,1,73,0,5,6,44,4
8316,3,86,0,9,2,66,7
8317,7,56,1,6,5,48,5
8318,1,78,0,6,9,50,5
8319,2,77,1,9,6,56,6
8320,1,83,1,4,6,55,5
8321,8,90,0,8,4,83,9
8322,5,72,1,9,2,58,6
8323,8,99,1,6,1,93,10
8324,3,60,1,4,6,38,4
8325,7,65,0,4,3,55,5
8326,8,85,0,5,1,80,8
8327,6,75,0,4,7,64,6
8328,7,44,0,7,1,37,3
8329,2,72,0,6,5,49,5
8330,8,40,0,7,3,33,3
8331,5,92,0,4,8,78,8
8332,7,45,0,4,4,31,3
8333,1,76,1,7,3,53,5
8334,5,41,0,5,7,25,2
8335,1,96,1,4,2,69,7
8336,8,92,1,7,8,89,9
8337,4,98,0,7,7,80,8
8338,4,98,1,6,7,80,8
8339,2,44,1,5,9,22,2
8340,5,65,0,8,4,52,5
8341,1,80,1,7,0,59,6
8342,9,90,0,6,9,88,9
8343,5,92,1,8,8,81,8
8344,6,86,1,6,1,79,8
8345,2,52,0,6,0,28,2
8346,1,51,1,9,5,28,2
8347,4,44,1,5,0,19,1
8348,7,41,0,4,9,31,3
8349,6,98,0,5,9,87,9
8350,1,43,1,8,9,17,1
8351,1,98,1,9,6,75,8
8352,8,66,0,5,6,61,6
8353,4,89,1,4,0,72,7
8354,7,49,0,5,4,36,3
8355,8,52,0,5,2,45,4
8356,7,83,1,7,1,74,8
8357,2,41,1,7,4,17,1
8358,4,65,1,5,4,47,5
8359,1,54,0,4,1,25,2
8360,9,85,1,4,5,81,8
8361,3,96,0,4,6,74,8
8362,3,49,1,4,0,30,3
8363,9,61,0,9,2,59,6
8364,3,79,0,9,3,60,6
8365,8,64,1,6,1,58,6
8366,2,54,0,5,9,28,2
8367,3,52,1,5,4,33,3
8368,2,47,1,6,3,30,3
8369,1,60,1,4,1,31,3
8370,2,60,1,8,0,36,3
8371,8,61,1,8,7,56,6
8372,9,85,0,6,1,82,8
8373,2,72,1,8,3,50,5
8374,7,84,0,7,9,76,8
8375,5,66,1,5,4,52,5
8376,3,79,0,8,1,60,6
8377,9,89,0,9,9,91,9
8378,6,61,1,9,8,52,5
8379,1,69,0,7,1,43,4
8380,5,48,1,5,5,32,3
8381,7,84,1,7,6,77,8
8382,4,74,1,5,5,55,5
8383,8,57,0,5,3,52,5
8384,5,81,0,8,0,68,7
8385,9,44,0,9,1,41,4
8386,9,66,0,6,9,63,6
8387,9,96,1,8,9,99,10
8388,1,45,1,4,5,17,1
8389,2,71,0,7,7,47,5
8390,3,47,0,4,2,24,2
8391,4,95,1,5,6,80,8
8392,9,78,0,8,8,79,8
8393,6,60,1,4,3,49,5
8394,1,57,0,4,6,27,2
8395,9,53,0,9,6,51,5
8396,6,54,0,4,9,41,4
8397,4,81,1,9,8,67,7
8398,4,65,1,9,2,48,5
8399,3,92,0,5,0,72,7
8400,7,83,0,9,7,75,8
8401,3,71,0,5,3,48,5
8402,2,78,0,9,1,58,6
8403,8,67,0,9,4,62,6
8404,4,99,0,5,3,83,9
8405,8,78,0,4,0,68,7
8406,1,82,0,7,6,55,5
8407,5,71,1,8,3,55,5
8408,9,52,1,8,7,49,5
8409,1,54,1,5,8,27,2
8410,4,57,1,4,7,38,4
8411,6,78,0,7,0,66,7
8412,8,45,1,6,7,37,3
8413,3,94,1,5,4,72,7
8414,5,50,0,6,0,34,3
8415,7,71,1,8,8,68,7
8416,1,79,1,8,8,56,6
8417,7,59,1,7,6,52,5
8418,8,72,1,7,6,67,7
8419,8,79,1,6,0,69,7
8420,9,47,0,8,8,45,4
8421,6,90,0,7,0,76,8
8422,6,74,0,7,6,65,7
8423,2,44,1,8,8,26,2
8424,3,74,1,8,8,54,5
8425,4,86,1,4,4,68,7
8426,4,53,0,9,5,34,3
8427,8,60,1,7,1,56,6
8428,1,86,1,6,1,63,6
8429,4,56,1,5,8,40,4
8430,3,73,0,9,9,56,6
8431,5,51,1,6,4,36,3
8432,6,55,0,4,6,41,4
8433,9,43,0,7,9,43,4
8434,9,64,0,4,5,61,6
8435,9,73,1,6,5,69,7
8436,1,67,0,4,5,44,4
8437,9,85,0,8,7,82,8
8438,8,50,1,5,6,48,5
8439,2,52,0,8,4,27,2
8440,1,70,0,7,9,45,4
8441,1,99,0,8,1,75,8
8442,6,64,1,6,9,54,5
8443,9,78,1,6,5,76,8
8444,7,49,0,7,9,44,4
8445,5,63,1,7,4,50,5
8446,2,40,1,5,3,17,1
8447,1,92,1,4,9,66,7
8448,2,64,0,5,4,42,4
8449,1,67,0,8,8,42,4
8450,3,75,1,4,1,56,6
8451,6,57,0,7,5,48,5
8452,8,45,1,6,8,40,4
8453,3,41,1,8,9,24,2
8454,9,42,0,5,4,38,4
8455,5,85,1,9,5,73,7
8456,7,47,1,9,9,40,4
8457,8,70,1,7,3,62,6
8458,2,89,1,4,0,68,7
8459,5,45,0,6,0,30,3
8460,1,53,1,7,9,31,3
8461,2,42,0,7,3,15,1
8462,9,87,1,8,9,89,9
8463,7,40,1,8,2,33,3
8464,6,83,0,4,4,72,7
8465,9,69,0,9,9,64,6
8466,7,85,1,9,7,78,8
8467,5,58,1,5,0,40,4
8468,9,93,1,4,4,91,9
8469,6,58,1,9,4,49,5
8470,6,48,1,8,1,38,4
8471,4,46,0,8,4,28,2
8472,1,85,0,8,7,62,6
8473,5,76,1,4,9,62,6
8474,9,89,0,7,6,89,9
8475,8,80,0,5,1,74,8
8476,8,92,1,5,5,85,9
8477,5,46,0,8,9,33,3
8478,9,48,1,6,0,41,4
8479,3,43,0,4,9,24,2
8480,3,64,0,9,9,47,5
8481,1,88,0,9,2,65,7
8482,9,51,0,7,5,50,5
8483,6,45,0,8,8,35,3
8484,2,57,1,6,0,30,3
8485,8,79,0,8,5,76,8
8486,9,60,1,6,1,55,5
8487,9,54,0,5,8,49,5
8488,2,42,0,6,1,19,1
8489,2,41,0,5,2,15,1
8490,7,95,1,5,1,86,9
8491,4,94,0,4,3,77,8
8492,8,79,1,7,9,77,8
8493,2,98,1,7,0,74,8
8494,3,43,1,6,7,23,2
8495,5,71,0,4,4,56,6
8496,3,41,0,7,7,18,1
8497,7,85,0,8,5,76,8
8498,7,68,0,7,1,57,6
8499,2,41,1,4,6,13,1
8500,7,73,1,5,9,64,6
8501,6,66,0,5,8,54,5
8502,9,99,1,5,6,97,10
8503,9,93,1,4,4,89,9
8504,2,78,1,5,3,53,5
8505,7,83,0,5,7,74,8
8506,5,77,1,4,5,61,6
8507,6,57,0,8,4,41,4
8508,1,75,0,7,6,48,5
8509,7,58,0,4,2,48,5
8510,6,66,1,4,8,54,5
8511,4,84,1,6,3,67,7
8512,1,59,1,5,3,34,3
8513,9,60,1,9,7,60,6
8514,4,62,0,8,5,46,4
8515,2,69,0,9,0,45,4
8516,8,64,0,6,1,56,6
8517,2,70,1,8,8,49,5
8518,5,66,1,5,5,49,5
8519,6,73,1,9,6,65,7
8520,8,47,0,5,8,39,4
8521,1,58,0,5,2,33,3
8522,1,80,1,7,4,55,5
8523,4,65,0,8,4,50,5
8524,5,67,0,8,9,52,5
8525,9,43,1,6,6,43,4
8526,7,70,1,4,1,58,6
8527,7,55,0,5,3,45,4
8528,8,90,1,5,3,81,8
8529,5,49,0,9,7,36,3
8530,5,77,1,6,9,64,6
8531,1,87,0,8,2,57,6
8532,9,49,1,7,1,46,4
8533,6,84,1,8,8,76,8
8534,9,48,1,7,3,43,4
8535,3,78,0,7,8,58,6
8536,5,75,0,8,5,61,6
8537,2,90,1,9,0,72,7
8538,5,97,0,5,2,82,8
8539,8,75,0,7,6,69,7
8540,2,58,1,9,8,35,3
8541,8,99,1,6,7,91,9
8542,4,58,1,6,4,40,4
8543,1,51,0,7,7,26,2
8544,5,52,1,5,1,34,3
8545,1,64,0,7,2,35,3
8546,7,75,0,6,7,67,7
8547,8,64,0,6,8,60,6
8548,3,67,1,8,9,48,5
8549,3,81,1,5,7,62,6
8550,7,92,0,8,3,84,9
8551,4,78,0,9,5,67,7
8552,3,69,1,9,4,50,5
8553,8,44,1,9,3,42,4
8554,3,56,1,4,8,37,3
8555,7,57,1,9,9,50,5
8556,2,82,1,7,2,61,6
8557,1,86,1,8,0,61,6
8558,6,60,1,9,6,48,5
8559,8,61,1,5,9,56,6
8560,1,78,1,9,7,54,5
8561,9,89,0,7,2,86,9
8562,3,97,1,7,2,77,8
8563,3,96,1,7,5,77,8
8564,4,45,0,7,1,25,2
8565,1,89,1,7,5,67,7
8566,9,55,1,5,4,51,5
8567,3,41,0,4,6,20,2
8568,4,90,1,6,8,74,8
8569,1,40,0,4,8,12,1
8570,4,96,0,6,0,78,8
8571,1,69,1,8,6,48,5
8572,5,97,0,7,2,79,8
8573,5,82,0,8,3,66,7
8574,7,91,0,8,1,82,8
8575,8,76,0,6,0,67,7
8576,4,87,1,5,9,75,8
8577,7,62,0,7,2,52,5
8578,4,40,0,9,9,25,2
8579,3,58,1,8,8,39,4
8580,6,85,0,4,0,66,7
8581,4,42,1,7,2,24,2
8582,3,41,0,5,4,17,1
8583,9,95,1,7,2,93,10
8584,5,76,0,9,3,62,6
8585,7,56,1,9,3,47,5
8586,6,67,0,8,0,55,5
8587,5,57,1,4,5,41,4
8588,7,72,1,8,6,67,7
8589,2,61,1,6,5,42,4
8590,3,80,1,9,6,64,6
8591,2,66,0,4,2,42,4
8592,3,94,0,9,4,77,8
8593,1,76,1,5,6,52,5
8594,8,71,1,5,9,62,6
8595,2,84,0,8,9,60,6
8596,8,58,1,9,1,49,5
8597,6,67,0,8,5,54,5
8598,7,67,1,9,6,61,6
8599,1,95,1,8,1,67,7
8600,7,49,1,6,9,42,4
8601,3,59,0,7,7,43,4
8602,8,64,1,7,4,58,6
8603,6,60,0,8,7,50,5
8604,4,53,0,8,2,34,3
8605,8,61,0,6,1,51,5
8606,9,92,0,7,6,89,9
8607,2,65,1,6,4,41,4
8608,6,83,1,5,4,70,7
8609,5,50,0,9,7,35,3
8610,5,94,1,7,8,79,8
8611,3,46,0,8,7,26,2
8612,8,56,1,4,9,46,4
8613,8,57,1,5,1,51,5
8614,5,46,1,9,9,30,3
8615,8,95,1,4,6,88,9
8616,8,59,1,6,4,55,5
8617,3,77,1,9,6,60,6
8618,2,50,0,6,2,26,2
8619,9,83,1,6,3,85,9
8620,2,97,1,8,6,76,8
8621,9,55,1,6,1,53,5
8622,4,90,0,4,1,70,7
8623,2,94,1,5,0,64,6
8624,1,66,1,8,0,41,4
8625,4,90,1,5,0,73,7
8626,9,50,0,6,5,47,5
8627,9,55,1,7,4,49,5
8628,4,62,0,9,9,53,5
8629,9,99,0,8,7,95,10
8630,6,98,1,6,4,87,9
8631,1,51,1,8,0,26,2
8632,6,98,0,7,7,89,9
8633,9,79,0,4,5,73,7
8634,2,42,1,4,7,19,1
8635,6,41,1,9,1,33,3
8636,2,99,0,4,9,75,8
8637,4,77,0,7,7,59,6
8638,8,87,0,5,5,79,8
8639,7,91,0,7,0,82,8
8640,9,63,1,7,0,58,6
8641,1,86,1,4,4,59,6
8642,2,85,0,8,6,63,6
8643,6,73,0,9,3,60,6
8644,7,59,1,5,9,55,5
8645,3,57,1,8,4,38,4
8646,7,57,1,6,2,48,5
8647,6,41,0,5,1,24,2
8648,6,40,1,8,1,27,2
8649,1,59,1,5,4,34,3
8650,5,73,1,5,3,59,6
8651,3,80,0,4,1,60,6
8652,7,80,0,8,4,75,8
8653,3,87,1,4,9,67,7
8654,5,50,0,4,8,36,3
8655,7,66,0,9,7,60,6
8656,3,62,1,4,8,43,4
8657,2,77,0,7,8,52,5
8658,6,83,1,6,7,73,7
8659,8,42,1,6,8,36,3
8660,4,51,1,7,3,37,3
8661,9,69,0,5,7,66,7
8662,7,62,0,8,8,54,5
8663,7,40,0,8,8,31,3
8664,3,80,0,4,2,59,6
8665,6,59,0,8,5,49,5
8666,5,93,1,8,6,80,8
8667,1,45,1,8,2,19,1
8668,3,50,0,6,4,27,2
8669,1,74,1,7,0,51,5
8670,4,43,0,9,2,25,2
8671,3,68,0,5,7,48,5
8672,4,98,1,7,2,82,8
8673,3,90,1,5,8,70,7
8674,6,68,0,5,5,57,6
8675,6,77,0,7,6,69,7
8676,7,40,0,7,5,32,3
8677,9,79,0,7,7,78,8
8678,7,47,1,9,6,41,4
8679,8,77,0,9,0,71,7
8680,5,56,1,4,2,44,4
8681,9,58,0,6,2,57,6
8682,5,72,0,9,2,57,6
8683,5,54,0,6,3,41,4
8684,2,84,0,8,0,62,6
8685,3,70,0,4,1,48,5
8686,9,60,0,5,4,59,6
8687,7,42,1,7,5,34,3
8688,1,41,0,8,8,17,1
8689,3,74,1,5,1,54,5
8690,2,80,0,6,8,55,5
8691,1,98,1,5,6,73,7
8692,9,55,1,7,8,50,5
8693,8,95,1,7,3,91,9
8694,5,84,1,9,6,73,7
8695,2,90,0,9,0,70,7
8696,1,98,0,6,7,74,8
8697,7,89,0,7,6,86,9
8698,2,60,1,4,6,34,3
8699,1,51,1,8,1,25,2
8700,2,67,1,6,9,47,5
8701,7,51,1,6,8,45,4
8702,7,72,1,5,7,62,6
8703,6,59,1,6,0,49,5
8704,5,79,1,8,0,62,6
8705,3,88,0,4,4,65,7
8706,3,60,1,5,1,40,4
8707,9,99,0,8,0,97,10
8708,4,91,0,9,9,79,8
8709,9,93,1,6,7,93,10
8710,4,78,1,7,3,60,6
8711,2,80,1,9,1,61,6
8712,4,88,1,7,4,73,7
8713,6,98,0,8,5,89,9
8714,6,81,1,4,7,71,7
8715,5,75,0,7,6,61,6
8716,1,61,1,8,6,39,4
8717,3,65,0,5,0,44,4
8718,5,46,0,6,2,32,3
8719,6,46,0,4,2,35,3
8720,1,47,0,4,6,20,2
8721,9,65,0,5,1,62,6
8722,3,63,1,4,9,42,4
8723,3,63,1,8,6,43,4
8724,2,79,1,4,8,56,6
8725,8,87,0,4,0,79,8
8726,3,51,1,4,1,30,3
8727,6,86,0,8,5,73,7
8728,2,47,0,9,1,25,2
8729,7,93,1,6,1,84,9
8730,4,48,0,7,4,27,2
8731,9,42,1,9,6,41,4
8732,9,93,0,4,3,92,10
8733,7,60,1,5,5,53,5
8734,8,70,0,5,2,63,6
8735,3,87,1,8,3,67,7
8736,5,86,1,6,3,74,8
8737,2,63,0,4,3,37,3
8738,7,43,0,8,0,33,3
8739,8,59,0,7,3,58,6
8740,9,55,1,6,3,55,5
8741,7,49,1,6,5,40,4
8742,8,82,0,8,8,79,8
8743,9,65,1,9,9,68,7
8744,6,68,1,5,5,57,6
8745,2,44,0,9,5,20,2
8746,2,50,1,6,6,28,2
8747,4,68,1,5,6,50,5
8748,9,84,1,6,0,80,8
8749,8,87,0,7,8,81,8
8750,7,54,1,5,3,46,4
8751,9,82,1,7,8,83,9
8752,8,59,1,5,7,58,6
8753,3,73,1,7,8,53,5
8754,1,99,1,7,5,73,7
8755,2,99,0,7,8,79,8
8756,2,41,1,8,3,15,1
8757,4,83,1,7,2,62,6
8758,6,55,1,9,2,46,4
8759,4,58,1,9,7,41,4
8760,9,73,0,6,1,68,7
8761,4,88,1,4,5,72,7
8762,6,53,1,7,8,43,4
8763,6,63,1,4,8,51,5
8764,1,67,1,4,7,38,4
8765,8,87,0,6,7,80,8
8766,3,71,0,4,0,48,5
8767,6,76,1,4,6,63,6
8768,3,49,1,9,0,31,3
8769,2,88,1,4,8,66,7
8770,5,84,1,5,2,69,7
8771,1,87,1,7,0,62,6
8772,9,48,0,7,7,49,5
8773,7,63,0,4,6,54,5
8774,3,75,1,6,1,57,6
8775,4,95,1,5,6,77,8
8776,6,68,1,6,4,56,6
8777,3,99,0,6,6,79,8
8778,7,68,1,4,9,60,6
8779,6,97,1,8,6,88,9
8780,9,87,0,4,1,83,9
8781,5,62,0,9,1,43,4
8782,4,66,1,8,6,48,5
8783,3,70,1,5,2,50,5
8784,1,82,1,8,3,61,6
8785,3,46,1,4,6,24,2
8786,3,88,0,4,1,71,7
8787,7,93,0,6,1,81,8
8788,1,43,0,9,0,17,1
8789,3,53,1,4,2,30,3
8790,8,81,0,7,9,78,8
8791,9,81,1,7,3,78,8
8792,7,49,1,6,4,37,3
8793,7,98,0,8,2,86,9
8794,8,83,0,8,8,77,8
8795,6,73,0,7,4,63,6
8796,3,65,0,9,6,46,4
8797,1,62,0,5,6,38,4
8798,7,48,1,9,8,41,4
8799,1,76,1,7,1,51,5
8800,1,47,0,9,2,24,2
8801,9,92,1,5,3,88,9
8802,7,53,1,8,7,50,5
8803,4,46,1,7,0,30,3
8804,6,46,1,4,8,32,3
8805,1,48,0,5,4,18,1
8806,7,42,1,5,3,29,3
8807,6,53,1,5,7,41,4
8808,4,56,1,8,8,37,3
8809,7,89,1,9,2,85,9
8810,3,83,0,6,3,67,7
8811,1,61,1,4,0,30,3
8812,4,85,1,7,2,69,7
8813,3,65,1,9,9,43,4
8814,1,97,0,5,4,72,7
8815,2,67,0,8,7,47,5
8816,5,84,1,5,0,69,7
8817,8,53,1,9,0,48,5
8818,1,48,0,7,2,20,2
8819,4,90,1,4,8,73,7
8820,4,65,0,5,8,49,5
8821,5,41,1,8,0,26,2
8822,7,50,1,8,3,44,4
8823,6,73,1,8,1,61,6
8824,1,58,1,6,3,28,2
8825,7,78,1,4,6,74,8
8826,3,57,0,7,6,33,3
8827,6,52,0,6,4,42,4
8828,8,44,1,5,6,39,4
8829,7,89,1,9,5,82,8
8830,6,62,1,5,1,48,5
8831,9,97,1,7,8,95,10
8832,9,95,0,8,4,92,10
8833,1,63,0,9,1,36,3
8834,1,68,0,5,5,37,3
8835,1,87,1,9,9,65,7
8836,8,86,1,6,4,82,8
8837,7,47,0,7,1,37,3
8838,3,65,1,5,9,45,4
8839,2,54,1,8,9,34,3
8840,4,96,0,9,6,78,8
8841,3,40,1,8,9,18,1
8842,7,67,0,9,1,59,6
8843,8,88,1,5,6,82,8
8844,6,86,1,7,5,75,8
8845,3,85,1,4,3,65,7
8846,6,53,1,5,3,40,4
8847,2,81,1,8,5,60,6
8848,7,73,0,4,8,67,7
8849,7,98,0,7,9,95,10
8850,4,70,1,8,5,56,6
8851,8,45,1,7,5,35,3
8852,4,88,0,9,0,73,7
8853,7,44,0,5,4,37,3
8854,4,70,1,7,0,53,5
8855,5,76,0,8,8,62,6
8856,7,54,0,5,9,44,4
8857,3,54,0,8,3,36,3
8858,5,91,1,8,1,76,8
8859,3,82,0,4,8,60,6
8860,5,44,0,6,5,28,2
8861,3,67,0,7,9,48,5
8862,7,72,0,7,2,62,6
8863,1,50,1,4,1,19,1
8864,9,82,0,9,5,80,8
8865,9,45,0,7,9,46,4
8866,5,62,0,4,5,47,5
8867,9,79,1,7,8,79,8
8868,6,41,1,7,4,27,2
8869,5,54,1,8,8,43,4
8870,3,62,0,4,4,43,4
8871,8,61,0,9,1,56,6
8872,4,48,0,7,0,27,2
8873,3,86,1,9,8,70,7
8874,6,79,0,6,9,70,7
8875,8,69,0,4,6,61,6
8876,9,55,1,4,2,53,5
8877,6,98,0,4,5,87,9
8878,5,85,0,8,9,68,7
8879,2,86,1,4,3,61,6
8880,2,91,1,8,8,70,7
8881,9,69,1,6,1,65,7
8882,2,84,1,5,3,61,6
8883,2,48,1,8,0,27,2
8884,3,40,0,7,6,22,2
8885,3,98,1,4,3,81,8
8886,4,77,0,5,4,60,6
8887,7,47,0,8,0,41,4
8888,9,98,1,9,1,98,10
8889,2,98,1,9,3,79,8
8890,4,91,0,7,1,77,8
8891,9,57,0,5,0,51,5
8892,2,66,0,6,9,43,4
8893,1,57,1,8,0,27,2
8894,8,71,0,9,5,69,7
8895,9,97,1,9,1,98,10
8896,7,88,0,8,2,80,8
8897,8,71,0,9,4,68,7
8898,4,92,0,6,2,76,8
8899,4,87,1,9,5,72,7
8900,2,84,1,8,6,64,6
8901,8,93,0,4,9,87,9
8902,2,75,0,9,5,53,5
8903,9,75,0,8,1,71,7
8904,4,60,1,4,8,40,4
8905,1,85,1,9,1,58,6
8906,4,71,1,9,5,55,5
8907,3,70,1,8,8,50,5
8908,6,76,1,7,8,64,6
8909,7,55,0,7,1,44,4
8910,8,85,0,5,8,79,8
8911,2,85,0,7,7,65,7
8912,6,53,1,6,6,37,3
8913,6,96,0,5,7,85,9
8914,5,63,1,7,9,48,5
8915,7,64,1,4,7,55,5
8916,3,85,0,8,0,64,6
8917,4,90,0,7,8,74,8
8918,9,74,1,4,5,67,7
8919,4,56,1,5,0,38,4
8920,3,85,0,8,0,65,7
8921,2,81,1,7,6,60,6
8922,5,84,1,5,9,72,7
8923,4,93,1,7,1,73,7
8924,8,43,0,5,5,34,3
8925,7,50,1,7,4,45,4
8926,6,86,1,4,4,75,8
8927,2,54,1,6,9,28,2
8928,3,69,1,4,5,48,5
8929,9,63,1,8,7,64,6
8930,9,41,1,7,4,42,4
8931,5,82,1,6,7,72,7
8932,3,73,0,6,4,52,5
8933,2,62,0,8,9,40,4
8934,8,70,0,8,5,61,6
8935,6,76,1,6,7,66,7
8936,7,52,0,8,1,43,4
8937,1,72,0,8,6,49,5
8938,1,46,1,7,2,16,1
8939,2,71,0,4,8,46,4
8940,3,46,1,9,9,28,2
8941,1,81,1,5,6,57,6
8942,5,77,1,6,2,62,6
8943,3,91,0,5,7,76,8
8944,1,83,1,6,9,56,6
8945,8,52,0,6,1,44,4
8946,6,63,1,4,9,49,5
8947,9,67,1,6,7,64,6
8948,3,71,0,6,6,52,5
8949,9,82,1,4,4,79,8
8950,9,57,0,8,3,52,5
8951,1,73,1,9,9,52,5
8952,3,87,1,5,9,71,7
8953,6,73,1,6,0,59,6
8954,8,90,1,4,3,90,9
8955,4,77,1,6,5,58,6
8956,5,40,1,4,5,25,2
8957,9,82,1,5,1,78,8
8958,6,89,1,7,8,77,8
8959,7,81,0,8,0,73,7
8960,7,70,0,7,3,61,6
8961,4,89,0,4,3,71,7
8962,4,99,1,6,1,82,8
8963,4,40,0,8,7,25,2
8964,5,90,0,5,1,76,8
8965,5,55,1,9,1,39,4
8966,8,97,0,8,1,91,9
8967,2,54,0,7,4,34,3
8968,7,72,0,4,3,64,6
8969,1,62,0,7,1,36,3
8970,1,92,0,8,0,67,7
8971,4,80,0,9,0,63,6
8972,7,73,1,6,1,64,6
8973,2,56,0,4,0,29,3
8974,2,64,1,6,8,41,4
8975,1,95,0,6,1,70,7
8976,2,81,1,9,2,57,6
8977,7,45,0,8,8,36,3
8978,9,70,0,7,4,67,7
8979,6,44,0,6,7,29,3
8980,2,79,0,6,6,58,6
8981,9,79,0,6,5,77,8
8982,7,69,1,4,1,60,6
8983,1,44,0,6,3,16,1
8984,9,51,0,6,8,50,5
8985,2,46,1,8,6,25,2
8986,4,84,0,6,2,68,7
8987,9,52,0,9,5,52,5
8988,4,88,0,9,7,72,7
8989,3,43,0,6,7,21,2
8990,1,89,0,9,7,63,6
8991,7,81,1,8,7,74,8
8992,6,42,0,4,9,24,2
8993,4,51,1,9,5,33,3
8994,6,40,0,9,9,29,3
8995,6,66,0,7,2,53,5
8996,4,82,1,8,8,68,7
8997,6,89,0,9,2,75,8
8998,8,52,0,4,3,41,4
8999,3,56,1,7,9,34,3
9000,4,47,0,6,0,29,3
9001,1,71,0,8,1,44,4
9002,4,59,1,9,5,42,4
9003,9,90,1,6,0,90,9
9004,8,56,0,8,8,52,5
9005,4,73,0,7,7,55,5
9006,7,74,0,9,1,63,6
9007,3,74,1,4,1,56,6
9008,9,77,1,8,7,76,8
9009,4,81,0,4,7,62,6
9010,2,63,0,6,0,39,4
9011,5,93,0,6,4,78,8
9012,2,57,1,7,1,35,3
9013,6,89,1,7,0,74,8
9014,1,85,1,5,2,58,6
9015,6,87,0,5,2,72,7
9016,4,78,0,7,9,62,6
9017,3,72,0,9,8,52,5
9018,2,88,1,6,9,65,7
9019,7,62,0,4,0,50,5
9020,9,64,1,7,1,61,6
9021,3,76,0,9,8,57,6
9022,6,66,1,4,4,51,5
9023,9,40,0,5,8,37,3
9024,2,60,0,4,5,40,4
9025,7,98,1,7,9,91,9
9026,5,88,0,6,9,77,8
9027,5,49,1,7,2,31,3
9028,7,70,0,8,7,61,6
9029,9,83,0,9,8,85,9
9030,4,64,0,9,1,47,5
9031,9,59,1,9,8,57,6
9032,9,96,0,8,3,95,10
9033,3,94,0,6,4,74,8
9034,2,87,0,9,5,67,7
9035,2,67,0,8,4,50,5
9036,6,52,0,7,0,38,4
9037,5,89,1,5,2,76,8
9038,5,99,1,9,3,88,9
9039,4,91,0,8,0,73,7
9040,6,93,1,8,2,81,8
9041,5,53,1,6,3,41,4
9042,4,89,0,7,8,72,7
9043,9,41,1,6,2,39,4
9044,6,73,1,6,2,62,6
9045,3,74,0,7,3,54,5
9046,6,76,1,5,8,68,7
9047,1,64,1,7,8,40,4
9048,5,87,0,5,0,72,7
9049,6,93,0,6,7,83,9
9050,8,54,1,5,9,49,5
9051,9,51,0,9,0,47,5
9052,3,48,1,5,1,27,2
9053,2,97,1,5,9,76,8
9054,4,70,1,8,4,55,5
9055,8,53,1,8,5,49,5
9056,8,68,0,6,1,69,7
9057,3,92,0,7,9,72,7
9058,4,87,1,5,4,66,7
9059,3,82,0,9,2,62,6
9060,2,77,1,8,6,55,5
9061,4,81,1,7,0,65,7
9062,6,99,0,9,4,88,9
9063,5,47,0,5,2,32,3
9064,3,87,1,7,1,66,7
9065,2,42,0,9,2,20,2
9066,9,41,1,4,9,35,3
9067,1,55,0,9,3,30,3
9068,9,58,0,9,1,54,5
9069,7,80,0,7,2,67,7
9070,6,55,0,5,1,43,4
9071,7,70,1,5,5,60,6
9072,3,93,1,4,1,72,7
9073,3,97,1,9,0,79,8
9074,1,67,1,7,7,41,4
9075,4,43,1,6,9,25,2
9076,2,49,1,8,3,23,2
9077,8,90,0,5,1,82,8
9078,3,84,1,5,3,67,7
9079,7,57,1,5,1,48,5
9080,7,86,1,5,4,74,8
9081,9,71,0,8,6,70,7
9082,6,69,1,6,5,60,6
9083,1,75,1,4,1,46,4
9084,8,48,0,6,3,41,4
9085,1,75,0,8,7,50,5
9086,3,68,1,7,6,49,5
9087,5,55,0,4,6,40,4
9088,8,67,0,4,3,61,6
9089,9,60,1,7,0,56,6
9090,7,86,1,9,6,82,8
9091,9,95,1,5,5,88,9
9092,3,41,0,8,7,19,1
9093,5,99,1,7,4,89,9
9094,8,98,0,6,7,92,10
9095,1,85,1,6,9,62,6
9096,8,74,0,9,7,70,7
9097,7,93,1,7,8,88,9
9098,1,67,0,8,0,42,4
9099,6,94,1,9,2,89,9
9100,1,75,1,9,5,51,5
9101,2,70,1,9,3,48,5
9102,5,72,0,4,7,59,6
9103,2,62,0,4,9,40,4
9104,1,99,1,5,0,71,7
9105,6,80,0,8,4,71,7
9106,8,56,1,6,3,50,5
9107,8,85,0,6,0,78,8
9108,8,88,1,5,9,84,9
9109,6,40,0,6,5,29,3
9110,3,81,0,9,9,63,6
9111,1,62,0,5,2,34,3
9112,2,87,0,5,4,68,7
9113,5,66,0,7,5,52,5
9114,5,64,1,4,3,51,5
9115,1,71,0,8,9,46,4
9116,1,58,0,8,9,32,3
9117,9,63,0,4,5,61,6
