Unnamed: 0,Hours Studied,Previous Scores,Extracurricular Activities,Sleep Hours,Sample Question Papers Practiced,Performance Index,Performance_bin,Language Spoken
8821,5,41,1,8,0,26,2,Maithili
8822,7,50,1,8,3,44,4,Santali
8823,6,73,1,8,1,61,6,Nepali
8824,1,58,1,6,3,28,2,Marathi
8825,7,78,1,4,6,74,8,Manipuri
8826,3,57,0,7,6,33,3,Marathi
8827,6,52,0,6,4,42,4,Malayalam
8828,8,44,1,5,6,39,4,Khasi
8829,7,89,1,9,5,82,8,Maithili
8830,6,62,1,5,1,48,5,Bodo
8831,9,97,1,7,8,95,10,Nepali
8832,9,95,0,8,4,92,10,Hindi
8833,1,63,0,9,1,36,3,Khasi
8834,1,68,0,5,5,37,3,Dogri
8835,1,87,1,9,9,65,7,Malayalam
8836,8,86,1,6,4,82,8,Mizo
8837,7,47,0,7,1,37,3,Sanskrit
8838,3,65,1,5,9,45,4,Odia
8839,2,54,1,8,9,34,3,Tulu
8840,4,96,0,9,6,78,8,Malayalam
8841,3,40,1,8,9,18,1,Konkani
8842,7,67,0,9,1,59,6,Urdu
8843,8,88,1,5,6,82,8,Telugu
8844,6,86,1,7,5,75,8,Bodo
8845,3,85,1,4,3,65,7,Bodo
8846,6,53,1,5,3,40,4,Manipuri
8847,2,81,1,8,5,60,6,Bodo
8848,7,73,0,4,8,67,7,Maithili
8849,7,98,0,7,9,95,10,Odia
8850,4,70,1,8,5,56,6,Tamil
8851,8,45,1,7,5,35,3,Santali
8852,4,88,0,9,0,73,7,Manipuri
8853,7,44,0,5,4,37,3,Bhili
8854,4,70,1,7,0,53,5,Sindhi
8855,5,76,0,8,8,62,6,Dogri
8856,7,54,0,5,9,44,4,English
8857,3,54,0,8,3,36,3,Tulu
8858,5,91,1,8,1,76,8,Bengali
8859,3,82,0,4,8,60,6,Hindi
8860,5,44,0,6,5,28,2,Assamese
8861,3,67,0,7,9,48,5,Kannada
8862,7,72,0,7,2,62,6,Kashmiri
8863,1,50,1,4,1,19,1,Konkani
8864,9,82,0,9,5,80,8,Santali
8865,9,45,0,7,9,46,4,Punjabi
8866,5,62,0,4,5,47,5,Nepali
8867,9,79,1,7,8,79,8,Tulu
8868,6,41,1,7,4,27,2,Bengali
8869,5,54,1,8,8,43,4,Konkani
8870,3,62,0,4,4,43,4,Gujarati
8871,8,61,0,9,1,56,6,Telugu
8872,4,48,0,7,0,27,2,Bodo
8873,3,86,1,9,8,70,7,Maithili
8874,6,79,0,6,9,70,7,Bhili
8875,8,69,0,4,6,61,6,Konkani
8876,9,55,1,4,2,53,5,Kashmiri
8877,6,98,0,4,5,87,9,Assamese
8878,5,85,0,8,9,68,7,Assamese
8879,2,86,1,4,3,61,6,Bodo
8880,2,91,1,8,8,70,7,Malayalam
8881,9,69,1,6,1,65,7,Sindhi
8882,2,84,1,5,3,61,6,Chhattisgarhi
8883,2,48,1,8,0,27,2,Bengali
8884,3,40,0,7,6,22,2,Bodo
8885,3,98,1,4,3,81,8,Urdu
8886,4,77,0,5,4,60,6,Tamil
8887,7,47,0,8,0,41,4,Assamese
8888,9,98,1,9,1,98,10,Gujarati
8889,2,98,1,9,3,79,8,Chhattisgarhi
8890,4,91,0,7,1,77,8,Sanskrit
8891,9,57,0,5,0,51,5,Dogri
8892,2,66,0,6,9,43,4,Bengali
8893,1,57,1,8,0,27,2,Kashmiri
8894,8,71,0,9,5,69,7,Marathi
8895,9,97,1,9,1,98,10,Telugu
8896,7,88,0,8,2,80,8,Telugu
8897,8,71,0,9,4,68,7,Kannada
8898,4,92,0,6,2,76,8,Bodo
8899,4,87,1,9,5,72,7,Bhili
8900,2,84,1,8,6,64,6,Tulu
8901,8,93,0,4,9,87,9,Santali
8902,2,75,0,9,5,53,5,Urdu
8903,9,75,0,8,1,71,7,Manipuri
8904,4,60,1,4,8,40,4,Punjabi
8905,1,85,1,9,1,58,6,Manipuri
8906,4,71,1,9,5,55,5,Khasi
8907,3,70,1,8,8,50,5,Santali
8908,6,76,1,7,8,64,6,Konkani
8909,7,55,0,7,1,44,4,Manipuri
8910,8,85,0,5,8,79,8,Bodo
8911,2,85,0,7,7,65,7,Bengali
8912,6,53,1,6,6,37,3,Bodo
8913,6,96,0,5,7,85,9,Telugu
8914,5,63,1,7,9,48,5,Meitei
8915,7,64,1,4,7,55,5,Bengali
8916,3,85,0,8,0,64,6,Urdu
8917,4,90,0,7,8,74,8,Odia
8918,9,74,1,4,5,67,7,Chhattisgarhi
8919,4,56,1,5,0,38,4,Sindhi
8920,3,85,0,8,0,65,7,Dogri
8921,2,81,1,7,6,60,6,Dogri
8922,5,84,1,5,9,72,7,Kashmiri
8923,4,93,1,7,1,73,7,Gujarati
8924,8,43,0,5,5,34,3,Sanskrit
8925,7,50,1,7,4,45,4,Bengali
8926,6,86,1,4,4,75,8,Konkani
8927,2,54,1,6,9,28,2,Santhali
8928,3,69,1,4,5,48,5,Kashmiri
8929,9,63,1,8,7,64,6,Sanskrit
8930,9,41,1,7,4,42,4,Sindhi
8931,5,82,1,6,7,72,7,Dogri
8932,3,73,0,6,4,52,5,Kashmiri
8933,2,62,0,8,9,40,4,Kashmiri
8934,8,70,0,8,5,61,6,Bodo
8935,6,76,1,6,7,66,7,Assamese
8936,7,52,0,8,1,43,4,Bodo
8937,1,72,0,8,6,49,5,Garo
8938,1,46,1,7,2,16,1,Meitei
8939,2,71,0,4,8,46,4,Assamese
8940,3,46,1,9,9,28,2,Sanskrit
8941,1,81,1,5,6,57,6,Konkani
8942,5,77,1,6,2,62,6,Tulu
8943,3,91,0,5,7,76,8,Khasi
8944,1,83,1,6,9,56,6,Khasi
8945,8,52,0,6,1,44,4,English
8946,6,63,1,4,9,49,5,Marathi
8947,9,67,1,6,7,64,6,Santhali
8948,3,71,0,6,6,52,5,Telugu
8949,9,82,1,4,4,79,8,Mizo
8950,9,57,0,8,3,52,5,Punjabi
8951,1,73,1,9,9,52,5,Telugu
8952,3,87,1,5,9,71,7,Mizo
8953,6,73,1,6,0,59,6,Mizo
8954,8,90,1,4,3,90,9,Tulu
8955,4,77,1,6,5,58,6,Maithili
8956,5,40,1,4,5,25,2,Hindi
8957,9,82,1,5,1,78,8,Santali
8958,6,89,1,7,8,77,8,Dogri
8959,7,81,0,8,0,73,7,Gujarati
8960,7,70,0,7,3,61,6,Punjabi
8961,4,89,0,4,3,71,7,Punjabi
8962,4,99,1,6,1,82,8,Tulu
8963,4,40,0,8,7,25,2,Assamese
8964,5,90,0,5,1,76,8,Tamil
8965,5,55,1,9,1,39,4,Bodo
8966,8,97,0,8,1,91,9,Santhali
8967,2,54,0,7,4,34,3,Odia
8968,7,72,0,4,3,64,6,Hindi
8969,1,62,0,7,1,36,3,Santali
8970,1,92,0,8,0,67,7,Bodo
8971,4,80,0,9,0,63,6,Dogri
8972,7,73,1,6,1,64,6,Punjabi
8973,2,56,0,4,0,29,3,Sanskrit
8974,2,64,1,6,8,41,4,Khasi
8975,1,95,0,6,1,70,7,Gujarati
8976,2,81,1,9,2,57,6,Tulu
8977,7,45,0,8,8,36,3,Nepali
8978,9,70,0,7,4,67,7,Sindhi
8979,6,44,0,6,7,29,3,Odia
8980,2,79,0,6,6,58,6,Nepali
8981,9,79,0,6,5,77,8,Telugu
8982,7,69,1,4,1,60,6,Telugu
8983,1,44,0,6,3,16,1,Telugu
8984,9,51,0,6,8,50,5,Marathi
8985,2,46,1,8,6,25,2,Santali
8986,4,84,0,6,2,68,7,Nepali
8987,9,52,0,9,5,52,5,Urdu
8988,4,88,0,9,7,72,7,Gujarati
8989,3,43,0,6,7,21,2,Sanskrit
8990,1,89,0,9,7,63,6,Bengali
8991,7,81,1,8,7,74,8,Tulu
8992,6,42,0,4,9,24,2,Bengali
8993,4,51,1,9,5,33,3,Kashmiri
8994,6,40,0,9,9,29,3,Bengali
8995,6,66,0,7,2,53,5,Garo
8996,4,82,1,8,8,68,7,Telugu
8997,6,89,0,9,2,75,8,Bengali
8998,8,52,0,4,3,41,4,Santhali
8999,3,56,1,7,9,34,3,Meitei
9000,4,47,0,6,0,29,3,Bodo
9001,1,71,0,8,1,44,4,Kashmiri
9002,4,59,1,9,5,42,4,Punjabi
9003,9,90,1,6,0,90,9,Mizo
9004,8,56,0,8,8,52,5,Bodo
9005,4,73,0,7,7,55,5,Tamil
9006,7,74,0,9,1,63,6,Bodo
9007,3,74,1,4,1,56,6,Santali
9008,9,77,1,8,7,76,8,Garo
9009,4,81,0,4,7,62,6,Gujarati
9010,2,63,0,6,0,39,4,Sindhi
9011,5,93,0,6,4,78,8,Bhili
9012,2,57,1,7,1,35,3,Kannada
9013,6,89,1,7,0,74,8,Marathi
9014,1,85,1,5,2,58,6,Sanskrit
9015,6,87,0,5,2,72,7,Bhili
9016,4,78,0,7,9,62,6,Dogri
9017,3,72,0,9,8,52,5,Bengali
9018,2,88,1,6,9,65,7,Garo
9019,7,62,0,4,0,50,5,Hindi
9020,9,64,1,7,1,61,6,Chhattisgarhi
9021,3,76,0,9,8,57,6,Mizo
9022,6,66,1,4,4,51,5,Kashmiri
9023,9,40,0,5,8,37,3,Dogri
9024,2,60,0,4,5,40,4,Konkani
9025,7,98,1,7,9,91,9,Sindhi
9026,5,88,0,6,9,77,8,Punjabi
9027,5,49,1,7,2,31,3,Sanskrit
9028,7,70,0,8,7,61,6,Dogri
9029,9,83,0,9,8,85,9,Punjabi
9030,4,64,0,9,1,47,5,Odia
9031,9,59,1,9,8,57,6,Punjabi
9032,9,96,0,8,3,95,10,Meitei
9033,3,94,0,6,4,74,8,Marathi
9034,2,87,0,9,5,67,7,Assamese
9035,2,67,0,8,4,50,5,Marathi
9036,6,52,0,7,0,38,4,Punjabi
9037,5,89,1,5,2,76,8,Chhattisgarhi
9038,5,99,1,9,3,88,9,Manipuri
9039,4,91,0,8,0,73,7,Kannada
9040,6,93,1,8,2,81,8,Tulu
9041,5,53,1,6,3,41,4,Maithili
9042,4,89,0,7,8,72,7,Odia
9043,9,41,1,6,2,39,4,Sanskrit
9044,6,73,1,6,2,62,6,Hindi
9045,3,74,0,7,3,54,5,Bengali
9046,6,76,1,5,8,68,7,Malayalam
9047,1,64,1,7,8,40,4,Bodo
9048,5,87,0,5,0,72,7,Dogri
9049,6,93,0,6,7,83,9,Maithili
9050,8,54,1,5,9,49,5,Nepali
9051,9,51,0,9,0,47,5,Telugu
9052,3,48,1,5,1,27,2,Santhali
9053,2,97,1,5,9,76,8,Bengali
9054,4,70,1,8,4,55,5,Santhali
9055,8,53,1,8,5,49,5,Kashmiri
9056,8,68,0,6,1,69,7,Khasi
9057,3,92,0,7,9,72,7,Bengali
9058,4,87,1,5,4,66,7,Santhali
9059,3,82,0,9,2,62,6,Meitei
9060,2,77,1,8,6,55,5,Mizo
9061,4,81,1,7,0,65,7,Sanskrit
9062,6,99,0,9,4,88,9,Telugu
9063,5,47,0,5,2,32,3,Tamil
9064,3,87,1,7,1,66,7,Telugu
9065,2,42,0,9,2,20,2,Sanskrit
9066,9,41,1,4,9,35,3,Dogri
9067,1,55,0,9,3,30,3,Kannada
9068,9,58,0,9,1,54,5,Kashmiri
9069,7,80,0,7,2,67,7,Marathi
9070,6,55,0,5,1,43,4,Sanskrit
9071,7,70,1,5,5,60,6,Malayalam
9072,3,93,1,4,1,72,7,Sindhi
9073,3,97,1,9,0,79,8,Garo
9074,1,67,1,7,7,41,4,Punjabi
9075,4,43,1,6,9,25,2,Chhattisgarhi
9076,2,49,1,8,3,23,2,Manipuri
9077,8,90,0,5,1,82,8,Bodo
9078,3,84,1,5,3,67,7,Urdu
9079,7,57,1,5,1,48,5,Bodo
9080,7,86,1,5,4,74,8,Urdu
9081,9,71,0,8,6,70,7,Garo
9082,6,69,1,6,5,60,6,Bhili
9083,1,75,1,4,1,46,4,Bodo
9084,8,48,0,6,3,41,4,Santali
9085,1,75,0,8,7,50,5,Bhili
9086,3,68,1,7,6,49,5,Bodo
9087,5,55,0,4,6,40,4,Assamese
9088,8,67,0,4,3,61,6,Konkani
9089,9,60,1,7,0,56,6,Bhili
9090,7,86,1,9,6,82,8,Mizo
9091,9,95,1,5,5,88,9,Mizo
9092,3,41,0,8,7,19,1,Santali
9093,5,99,1,7,4,89,9,Khasi
9094,8,98,0,6,7,92,10,Bodo
9095,1,85,1,6,9,62,6,Meitei
9096,8,74,0,9,7,70,7,Tamil
9097,7,93,1,7,8,88,9,Konkani
9098,1,67,0,8,0,42,4,Tulu
9099,6,94,1,9,2,89,9,Malayalam
9100,1,75,1,9,5,51,5,Sindhi
9101,2,70,1,9,3,48,5,Dogri
9102,5,72,0,4,7,59,6,Santhali
9103,2,62,0,4,9,40,4,Maithili
9104,1,99,1,5,0,71,7,Bodo
9105,6,80,0,8,4,71,7,Malayalam
9106,8,56,1,6,3,50,5,Malayalam
9107,8,85,0,6,0,78,8,Khasi
9108,8,88,1,5,9,84,9,Santhali
9109,6,40,0,6,5,29,3,Chhattisgarhi
9110,3,81,0,9,9,63,6,Marathi
9111,1,62,0,5,2,34,3,Meitei
9112,2,87,0,5,4,68,7,Dogri
9113,5,66,0,7,5,52,5,Bengali
9114,5,64,1,4,3,51,5,Tamil
9115,1,71,0,8,9,46,4,Konkani
9116,1,58,0,8,9,32,3,Tamil
9117,9,63,0,4,5,61,6,Urdu
9118,2,96,0,9,6,74,8,Nepali
9119,7,42,1,8,1,29,3,Bodo
9120,4,99,0,6,6,82,8,Kashmiri
9121,7,51,0,6,6,43,4,Santali
9122,8,74,1,8,1,67,7,Sindhi
9123,5,54,1,7,2,38,4,Konkani
9124,1,56,0,8,2,30,3,Maithili
9125,4,89,1,5,0,69,7,Meitei
9126,3,71,0,9,0,52,5,Mizo
9127,5,46,0,5,9,33,3,Assamese
9128,6,58,1,4,5,48,5,Odia
9129,2,46,0,9,8,23,2,Bengali
9130,7,44,1,9,8,41,4,Malayalam
9131,3,97,1,6,0,78,8,Telugu
9132,1,79,0,9,6,53,5,Garo
9133,3,60,0,7,5,39,4,Bodo
9134,9,87,1,8,3,84,9,Assamese
9135,6,87,0,5,2,70,7,Chhattisgarhi
9136,6,90,1,6,8,83,9,Maithili
9137,4,96,1,6,9,81,8,Dogri
9138,8,86,1,7,4,82,8,Sanskrit
9139,5,46,1,7,7,33,3,Urdu
9140,7,76,0,7,3,64,6,Kashmiri
9141,9,62,0,7,3,59,6,Bodo
9142,5,50,0,5,5,36,3,Bhili
9143,5,49,0,7,5,36,3,Mizo
9144,4,96,0,6,2,81,8,English
9145,6,60,0,6,1,47,5,Hindi
9146,2,94,1,9,8,69,7,Gujarati
9147,3,98,0,8,1,80,8,Santhali
9148,1,80,1,6,8,55,5,Bengali
9149,2,72,1,6,7,54,5,Hindi
9150,2,59,1,5,9,40,4,Khasi
9151,8,72,0,9,6,70,7,Dogri
9152,8,79,1,6,4,71,7,Telugu
9153,2,74,0,4,2,47,5,Santali
9154,6,73,1,6,1,62,6,Marathi
9155,5,75,0,8,7,59,6,Kannada
9156,3,66,0,8,1,48,5,Malayalam
9157,5,58,0,9,7,47,5,Malayalam
9158,5,82,0,9,4,72,7,Assamese
9159,5,44,0,7,8,32,3,Odia
9160,3,68,1,5,3,47,5,Assamese
9161,3,95,0,8,7,76,8,Santhali
9162,4,49,0,4,6,29,3,Manipuri
9163,7,95,1,4,7,87,9,Hindi
9164,2,98,0,7,4,71,7,Assamese
9165,4,94,0,5,1,75,8,Bodo
9166,4,79,0,5,6,63,6,Bhili
9167,1,52,0,9,2,28,2,Bhili
9168,8,68,0,6,9,64,6,Bodo
9169,1,44,1,4,9,16,1,Bhili
9170,8,97,0,4,9,89,9,Punjabi
9171,7,97,1,4,9,90,9,Chhattisgarhi
9172,9,98,0,4,1,91,9,Maithili
9173,8,51,1,8,2,43,4,Garo
9174,5,98,1,5,3,84,9,Nepali
9175,8,52,1,6,9,47,5,Sindhi
9176,3,61,0,8,6,47,5,Odia
9177,7,79,0,5,9,71,7,Bhili
9178,4,54,1,7,0,37,3,Malayalam
9179,5,52,0,4,5,35,3,Punjabi
9180,9,40,0,6,5,38,4,Santhali
9181,7,93,1,5,7,85,9,Punjabi
9182,4,77,0,7,1,58,6,Malayalam
9183,6,82,1,4,1,69,7,Meitei
9184,9,92,1,7,2,89,9,English
9185,4,91,0,8,6,80,8,Tulu
9186,3,40,0,7,7,21,2,Mizo
9187,8,50,1,8,6,45,4,Bodo
9188,1,97,1,9,8,74,8,Santali
9189,9,82,0,8,7,77,8,Sanskrit
9190,1,79,1,7,7,51,5,Santhali
9191,2,61,1,5,1,38,4,Sanskrit
9192,8,74,1,7,0,69,7,Dogri
9193,9,99,1,7,5,98,10,Konkani
9194,7,90,1,5,6,85,9,Khasi
9195,3,83,0,4,5,62,6,Maithili
9196,6,67,1,9,7,57,6,Konkani
9197,2,70,1,4,1,41,4,Konkani
9198,3,94,1,7,0,76,8,Kannada
9199,5,47,0,4,9,30,3,Meitei
9200,4,44,1,6,7,28,2,Manipuri
9201,2,81,0,4,7,56,6,Punjabi
9202,4,93,0,6,7,77,8,Manipuri
9203,8,87,1,4,9,85,9,Gujarati
9204,5,83,1,8,6,72,7,Konkani
9205,5,56,0,7,1,42,4,Odia
9206,3,77,0,6,3,56,6,Telugu
9207,8,48,0,9,8,43,4,Sanskrit
9208,6,49,1,7,7,38,4,Garo
9209,2,59,0,8,3,38,4,Tulu
9210,2,53,1,4,7,30,3,Bodo
9211,9,53,0,7,9,52,5,Konkani
9212,7,65,0,4,5,55,5,Bodo
9213,9,68,1,4,8,67,7,Bodo
9214,6,88,1,7,0,78,8,Hindi
9215,5,66,0,6,5,51,5,Mizo
9216,1,64,1,6,3,39,4,Meitei
9217,6,55,1,7,2,46,4,Gujarati
9218,6,75,0,6,4,67,7,Garo
9219,3,73,1,5,9,52,5,Bengali
9220,3,55,1,4,7,36,3,Sindhi
9221,3,72,0,7,9,54,5,Meitei
9222,3,42,0,9,5,25,2,Manipuri
9223,7,62,1,8,0,53,5,Chhattisgarhi
9224,2,50,1,7,5,28,2,Manipuri
9225,2,87,1,7,6,64,6,Odia
9226,3,97,0,4,5,77,8,Kannada
9227,7,57,0,8,2,46,4,Santali
9228,3,86,1,4,8,69,7,Bhili
9229,7,80,1,9,9,74,8,Maithili
9230,9,83,1,6,9,85,9,Bodo
9231,4,68,0,7,3,49,5,Tulu
9232,7,98,0,4,4,89,9,Meitei
9233,9,89,1,9,4,88,9,Sanskrit
9234,8,44,1,9,2,40,4,Marathi
9235,8,63,1,5,1,58,6,Dogri
9236,9,68,1,7,7,63,6,Assamese
9237,5,68,0,9,6,57,6,Malayalam
9238,5,99,1,6,4,87,9,Maithili
9239,3,65,1,4,0,40,4,Bodo
9240,5,79,0,4,9,67,7,Kannada
9241,8,42,1,5,0,32,3,Santali
9242,5,41,1,6,7,27,2,Punjabi
9243,4,64,1,9,3,47,5,Gujarati
9244,8,58,1,5,3,51,5,Telugu
9245,7,79,1,9,8,72,7,Punjabi
9246,6,41,1,9,1,31,3,Sanskrit
9247,5,58,0,7,4,42,4,Bodo
9248,5,40,1,8,5,28,2,Malayalam
9249,2,66,0,9,5,45,4,Kashmiri
9250,4,93,0,4,9,75,8,Punjabi
9251,8,84,0,9,2,81,8,Tulu
9252,8,94,0,5,9,88,9,Marathi
9253,1,91,1,9,5,67,7,Khasi
9254,2,88,1,4,9,62,6,Khasi
9255,5,74,1,4,9,59,6,Sanskrit
9256,9,80,1,5,4,75,8,Marathi
9257,7,44,0,4,7,30,3,Maithili
9258,5,77,0,6,3,62,6,Kannada
9259,1,43,0,6,9,17,1,Odia
9260,6,56,1,8,9,47,5,Nepali
9261,8,92,0,6,2,87,9,Chhattisgarhi
9262,7,60,1,5,5,51,5,Hindi
9263,2,92,0,9,9,72,7,English
9264,5,87,1,6,8,76,8,Telugu
9265,4,70,0,8,7,56,6,Bodo
9266,1,61,1,7,7,37,3,Maithili
9267,6,50,0,5,2,35,3,Chhattisgarhi
9268,3,73,0,8,0,54,5,Meitei
9269,9,88,1,6,2,83,9,Khasi
9270,5,54,0,8,2,40,4,Odia
9271,6,89,0,4,5,78,8,Malayalam
9272,9,49,0,8,2,47,5,Tulu
9273,9,77,0,6,1,68,7,Punjabi
9274,8,71,1,5,8,67,7,Bhili
9275,9,92,1,4,5,92,10,Manipuri
9276,4,87,0,8,4,67,7,English
9277,6,70,1,7,2,59,6,Telugu
9278,5,76,0,6,6,61,6,Chhattisgarhi
9279,5,83,1,5,6,69,7,Nepali
9280,4,67,0,9,3,53,5,Urdu
9281,2,70,0,6,9,48,5,Meitei
9282,6,45,1,8,1,32,3,Tamil
9283,9,53,0,5,1,47,5,Sanskrit
9284,1,97,0,7,7,71,7,Nepali
9285,7,62,0,4,3,48,5,Khasi
9286,6,55,0,8,6,43,4,Bodo
9287,3,64,1,5,2,44,4,Nepali
9288,1,78,1,4,8,53,5,Sindhi
9289,4,41,1,5,9,24,2,Bhili
9290,9,77,1,9,8,76,8,Bengali
9291,2,80,0,8,6,58,6,Telugu
9292,3,78,0,5,6,59,6,Meitei
9293,2,73,0,7,0,51,5,Dogri
9294,2,90,0,5,9,68,7,Khasi
9295,8,79,1,8,7,73,7,Khasi
9296,3,82,1,5,1,60,6,Mizo
9297,7,64,1,4,7,56,6,Marathi
9298,8,75,0,4,1,66,7,Meitei
9299,3,55,0,9,0,34,3,Kashmiri
9300,2,96,0,6,7,75,8,Sindhi
9301,8,57,0,9,3,53,5,Santhali
9302,3,52,1,6,9,31,3,Chhattisgarhi
9303,7,98,1,7,5,88,9,Khasi
9304,1,76,1,4,9,48,5,Meitei
9305,6,66,0,6,9,56,6,Tamil
9306,9,73,1,5,0,67,7,Meitei
9307,3,50,0,7,8,29,3,Nepali
9308,7,40,1,8,6,30,3,Bodo
9309,6,52,1,6,4,40,4,Tamil
9310,8,69,0,9,5,64,6,Kannada
9311,3,44,0,6,2,23,2,Chhattisgarhi
9312,3,57,0,9,8,39,4,Manipuri
9313,4,53,1,9,1,33,3,Sanskrit
9314,3,52,1,4,9,33,3,Bengali
9315,9,71,1,7,0,68,7,Sindhi
9316,4,46,1,9,0,32,3,Odia
9317,6,47,0,4,9,33,3,Khasi
9318,8,89,1,4,1,83,9,Punjabi
9319,8,46,0,9,5,41,4,Khasi
9320,5,91,1,7,5,76,8,Meitei
9321,5,88,0,5,8,76,8,Bengali
9322,6,55,0,6,9,45,4,Bodo
9323,7,82,1,4,3,72,7,Bhili
9324,7,70,1,6,7,60,6,Garo
9325,4,90,0,7,3,75,8,Bodo
9326,6,66,1,5,2,55,5,Santali
9327,7,99,0,8,3,91,9,Manipuri
9328,5,72,1,5,0,56,6,Assamese
9329,5,92,1,7,8,77,8,Khasi
9330,2,68,1,5,4,47,5,Malayalam
9331,7,47,1,8,6,37,3,Punjabi
9332,6,72,1,4,2,61,6,Urdu
9333,1,80,0,5,4,58,6,Kannada
9334,4,58,1,9,9,42,4,Bodo
9335,3,60,0,9,3,40,4,Malayalam
9336,3,80,0,7,6,59,6,Bengali
9337,7,60,0,5,4,53,5,Gujarati
9338,4,64,1,8,1,47,5,Odia
9339,8,81,0,7,2,72,7,Bodo
9340,9,95,0,5,7,90,9,Nepali
9341,3,62,0,7,2,43,4,Bodo
9342,5,50,0,9,6,35,3,Bhili
9343,4,72,0,8,4,52,5,Santhali
9344,6,59,0,4,6,47,5,Santali
9345,4,64,1,8,9,50,5,Bodo
9346,3,79,0,6,6,58,6,Gujarati
9347,5,91,1,9,5,78,8,Dogri
9348,1,51,0,9,0,25,2,Gujarati
9349,6,71,1,9,3,64,6,Khasi
9350,5,72,1,8,7,61,6,Dogri
9351,8,49,0,4,0,42,4,Sanskrit
9352,9,43,0,6,5,39,4,Maithili
9353,8,54,1,6,1,46,4,Malayalam
9354,8,90,1,6,8,88,9,Gujarati
9355,3,45,1,7,7,26,2,Bhili
9356,4,66,1,8,8,49,5,Maithili
9357,4,44,0,8,8,34,3,Hindi
9358,5,44,1,9,1,31,3,Mizo
9359,9,57,1,8,1,52,5,Santhali
9360,9,67,1,8,8,68,7,Punjabi
9361,1,74,0,7,1,50,5,Kannada
9362,8,98,1,8,3,93,10,Khasi
9363,1,61,1,4,1,32,3,Urdu
9364,2,73,0,6,0,48,5,Chhattisgarhi
9365,7,43,0,7,9,36,3,Bhili
9366,8,57,1,7,6,54,5,Hindi
9367,1,80,1,9,4,55,5,Marathi
9368,3,90,1,8,2,74,8,Malayalam
9369,7,65,0,6,7,53,5,Garo
9370,9,81,0,4,4,76,8,Santhali
9371,8,61,1,6,0,54,5,Sanskrit
9372,8,86,1,5,8,80,8,Tamil
9373,9,72,1,6,4,68,7,Kannada
9374,3,82,0,4,2,63,6,Sindhi
9375,8,53,1,4,5,46,4,Dogri
9376,1,70,1,4,7,45,4,Kannada
9377,8,49,0,7,1,43,4,Gujarati
9378,8,63,0,5,6,56,6,Odia
9379,1,60,0,6,1,29,3,Kashmiri
9380,6,87,1,8,4,79,8,Tulu
9381,7,47,0,9,8,40,4,Khasi
9382,5,71,0,5,6,55,5,Kannada
9383,7,73,0,8,1,65,7,Maithili
9384,3,62,0,5,9,41,4,Tulu
9385,6,64,1,6,8,53,5,Kannada
9386,7,46,1,9,8,41,4,Bengali
9387,1,58,1,8,8,34,3,Khasi
9388,2,46,1,7,9,23,2,Punjabi
9389,4,86,1,7,2,70,7,Tamil
9390,8,47,0,5,0,38,4,Punjabi
9391,6,53,0,9,8,45,4,Santali
9392,1,40,0,9,6,14,1,Marathi
9393,5,52,0,8,1,37,3,Garo
9394,7,42,0,5,5,33,3,Dogri
9395,6,92,1,9,8,81,8,Marathi
9396,9,67,1,9,7,68,7,Garo
9397,8,77,1,7,5,76,8,Manipuri
9398,4,90,1,5,5,74,8,Assamese
9399,5,54,0,8,7,41,4,Telugu
9400,7,75,1,8,8,70,7,Dogri
9401,8,92,1,7,7,89,9,Tulu
9402,5,42,0,4,0,25,2,Kannada
9403,9,43,0,4,1,36,3,Bodo
9404,4,44,1,9,5,27,2,Dogri
9405,4,89,0,6,7,71,7,Tulu
9406,8,65,0,7,3,56,6,Kashmiri
9407,1,64,1,6,3,41,4,Bodo
9408,8,49,0,9,1,41,4,Konkani
9409,5,47,1,7,9,34,3,Sanskrit
9410,1,51,0,8,0,23,2,Telugu
9411,4,93,0,7,9,78,8,Meitei
9412,2,97,0,5,8,76,8,Kannada
9413,4,98,0,6,6,78,8,Meitei
9414,8,42,1,7,8,38,4,Tulu
9415,5,66,0,6,1,48,5,Maithili
9416,1,89,1,9,9,65,7,Mizo
9417,7,62,1,7,4,59,6,Manipuri
9418,1,79,0,4,1,52,5,Sanskrit
9419,9,97,0,6,9,97,10,Tamil
9420,3,72,1,8,6,54,5,Maithili
9421,3,53,0,8,8,34,3,Maithili
9422,6,93,0,7,2,80,8,Marathi
9423,6,62,1,8,0,54,5,Dogri
9424,6,70,0,8,3,63,6,Punjabi
9425,1,52,1,6,3,26,2,Tamil
9426,5,96,0,7,5,85,9,Bodo
9427,6,51,0,6,4,40,4,Garo
9428,8,74,0,7,4,68,7,Malayalam
9429,1,57,0,8,8,32,3,Punjabi
9430,5,60,0,7,0,44,4,Chhattisgarhi
9431,3,84,0,9,7,70,7,Tamil
9432,2,86,1,7,7,66,7,Chhattisgarhi
9433,8,81,1,5,7,76,8,Sanskrit
9434,7,40,0,7,2,29,3,Odia
9435,7,77,0,5,9,70,7,Telugu
9436,5,80,1,6,7,64,6,Bodo
9437,9,81,1,5,1,76,8,Santali
9438,5,86,1,6,7,72,7,Punjabi
9439,2,48,0,7,7,24,2,Malayalam
9440,3,62,0,6,2,40,4,Telugu
9441,4,53,0,8,3,37,3,Punjabi
9442,5,50,1,9,8,42,4,Chhattisgarhi
9443,3,46,1,7,8,28,2,Santali
